annualized3Y	fundCode	invCategory	invType	isin	ltd	mc30	rank	rating	risk	schemeCode	schemeName	schemePlan	sipReturns	slug_url	trailingReturns	updatedDate	yearlyReturns
14.18	0C00008KJ3	Multi-Cap	Equity	INF205K01MS2	2026-03-30T18:30:00.000Z	False	2	2	Very High Risk	FSUSA08Q5O	Invesco India Multicap Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": -6.85, ""absoluteReturn"": -3.63}, {""frequency"": ""2Y"", ""annualisedReturn"": -1.76, ""absoluteReturn"": -1.81}, {""frequency"": ""3Y"", ""annualisedReturn"": 7.61, ""absoluteReturn"": 12.65}, {""frequency"": ""5Y"", ""annualisedReturn"": 12.42, ""absoluteReturn"": 39.1}, {""frequency"": ""10Y"", ""annualisedReturn"": 15.13, ""absoluteReturn"": 134.12}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	invesco-india-multicap-fund-direct-plan/MLI554	"[{""frequency"": ""1W"", ""annualisedReturn"": -0.24, ""absoluteReturn"": -0.24}, {""frequency"": ""1M"", ""annualisedReturn"": -11.59, ""absoluteReturn"": -11.59}, {""frequency"": ""3M"", ""annualisedReturn"": -14.03, ""absoluteReturn"": -14.03}, {""frequency"": ""6M"", ""annualisedReturn"": -14.85, ""absoluteReturn"": -14.85}, {""frequency"": ""YTD"", ""annualisedReturn"": -14.7, ""absoluteReturn"": -14.7}, {""frequency"": ""1Y"", ""annualisedReturn"": -9.09, ""absoluteReturn"": -9.09}, {""frequency"": ""2Y"", ""annualisedReturn"": 0.79, ""absoluteReturn"": 1.59}, {""frequency"": ""3Y"", ""annualisedReturn"": 14.18, ""absoluteReturn"": 48.84}, {""frequency"": ""5Y"", ""annualisedReturn"": 13.04, ""absoluteReturn"": 84.6}, {""frequency"": ""10Y"", ""annualisedReturn"": 14.22, ""absoluteReturn"": 277.83}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 16.15, ""absoluteReturn"": 626.79}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": 20.39}, {""frequency"": ""2021"", ""value"": 42.54}, {""frequency"": ""2022"", ""value"": -0.84}, {""frequency"": ""2023"", ""value"": 33.52}, {""frequency"": ""2024"", ""value"": 31.46}, {""frequency"": ""2025"", ""value"": -5.57}, {""frequency"": ""2026"", ""value"": -14.7}]"
14.15	0C00008JQU	Dividend Yield	Equity	INF090I01IT8	2026-03-29T18:30:00.000Z	False			Very High Risk	FSGBR071D8	Templeton India Dividend Yld Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": 7.09, ""absoluteReturn"": 3.93}, {""frequency"": ""2Y"", ""annualisedReturn"": 3.83, ""absoluteReturn"": 4.09}, {""frequency"": ""3Y"", ""annualisedReturn"": 11.15, ""absoluteReturn"": 19.21}, {""frequency"": ""5Y"", ""annualisedReturn"": 15.04, ""absoluteReturn"": 49.62}, {""frequency"": ""10Y"", ""annualisedReturn"": 17.43, ""absoluteReturn"": 170.24}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	franklin-india-dividend-yield-fund-direct-plan/MTE297	"[{""frequency"": ""1W"", ""annualisedReturn"": -0.29, ""absoluteReturn"": -0.29}, {""frequency"": ""1M"", ""annualisedReturn"": -10.16, ""absoluteReturn"": -10.16}, {""frequency"": ""3M"", ""annualisedReturn"": -8.64, ""absoluteReturn"": -8.64}, {""frequency"": ""6M"", ""annualisedReturn"": -6.44, ""absoluteReturn"": -6.44}, {""frequency"": ""YTD"", ""annualisedReturn"": -9.33, ""absoluteReturn"": -9.33}, {""frequency"": ""1Y"", ""annualisedReturn"": -3.63, ""absoluteReturn"": -3.63}, {""frequency"": ""2Y"", ""annualisedReturn"": 1.77, ""absoluteReturn"": 3.56}, {""frequency"": ""3Y"", ""annualisedReturn"": 14.15, ""absoluteReturn"": 48.73}, {""frequency"": ""5Y"", ""annualisedReturn"": 15.69, ""absoluteReturn"": 107.28}, {""frequency"": ""10Y"", ""annualisedReturn"": 15.68, ""absoluteReturn"": 329.03}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 14.46, ""absoluteReturn"": 498.38}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": 24.31}, {""frequency"": ""2021"", ""value"": 44.12}, {""frequency"": ""2022"", ""value"": 6.05}, {""frequency"": ""2023"", ""value"": 34.51}, {""frequency"": ""2024"", ""value"": 21.42}, {""frequency"": ""2025"", ""value"": 2.58}, {""frequency"": ""2026"", ""value"": -9.33}]"
14.12	0C0000CU70	Flexi Cap	Equity	INF194K01W62	2026-03-30T18:30:00.000Z	False	3	3	Very High Risk	FSGBR071AQ	Bandhan Flexi Cap Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": 2.58, ""absoluteReturn"": 1.41}, {""frequency"": ""2Y"", ""annualisedReturn"": 4.65, ""absoluteReturn"": 4.99}, {""frequency"": ""3Y"", ""annualisedReturn"": 10.56, ""absoluteReturn"": 18.08}, {""frequency"": ""5Y"", ""annualisedReturn"": 12.5, ""absoluteReturn"": 39.39}, {""frequency"": ""10Y"", ""annualisedReturn"": 12.93, ""absoluteReturn"": 104.69}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	bandhan-flexi-cap-fund-direct-plan-growth/MAG733	"[{""frequency"": ""1W"", ""annualisedReturn"": -0.53, ""absoluteReturn"": -0.53}, {""frequency"": ""1M"", ""annualisedReturn"": -10.35, ""absoluteReturn"": -10.35}, {""frequency"": ""3M"", ""annualisedReturn"": -12.59, ""absoluteReturn"": -12.59}, {""frequency"": ""6M"", ""annualisedReturn"": -8.77, ""absoluteReturn"": -8.77}, {""frequency"": ""YTD"", ""annualisedReturn"": -13.17, ""absoluteReturn"": -13.17}, {""frequency"": ""1Y"", ""annualisedReturn"": -1.1, ""absoluteReturn"": -1.1}, {""frequency"": ""2Y"", ""annualisedReturn"": 2.93, ""absoluteReturn"": 5.96}, {""frequency"": ""3Y"", ""annualisedReturn"": 14.12, ""absoluteReturn"": 48.61}, {""frequency"": ""5Y"", ""annualisedReturn"": 11.42, ""absoluteReturn"": 71.7}, {""frequency"": ""10Y"", ""annualisedReturn"": 11.44, ""absoluteReturn"": 195.38}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 13.05, ""absoluteReturn"": 408.17}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": 10.59}, {""frequency"": ""2021"", ""value"": 33.15}, {""frequency"": ""2022"", ""value"": -0.68}, {""frequency"": ""2023"", ""value"": 25.35}, {""frequency"": ""2024"", ""value"": 15.76}, {""frequency"": ""2025"", ""value"": 10.03}, {""frequency"": ""2026"", ""value"": -13.17}]"
14.12	0C00008JNV	ELSS (Tax Savings)	Equity	INF903J011W9	2026-03-22T18:30:00.000Z	False			Very High Risk	FS0000CGET	Sundaram Long Term Tax Adv Ser II Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": 9.78, ""absoluteReturn"": 5.46}, {""frequency"": ""2Y"", ""annualisedReturn"": 8.42, ""absoluteReturn"": 9.26}, {""frequency"": ""3Y"", ""annualisedReturn"": 11.85, ""absoluteReturn"": 20.55}, {""frequency"": ""5Y"", ""annualisedReturn"": 13.25, ""absoluteReturn"": 42.33}, {""frequency"": ""10Y"", ""annualisedReturn"": 14.53, ""absoluteReturn"": 125.55}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	sundaram-long-term-tax-advantage-fund-series-ii-direct-plan/MSN1191	"[{""frequency"": ""1W"", ""annualisedReturn"": 0.08, ""absoluteReturn"": 0.08}, {""frequency"": ""1M"", ""annualisedReturn"": -8.33, ""absoluteReturn"": -8.33}, {""frequency"": ""3M"", ""annualisedReturn"": -8.01, ""absoluteReturn"": -8.01}, {""frequency"": ""6M"", ""annualisedReturn"": -1.98, ""absoluteReturn"": -1.98}, {""frequency"": ""YTD"", ""annualisedReturn"": -8.06, ""absoluteReturn"": -8.06}, {""frequency"": ""1Y"", ""annualisedReturn"": 5.88, ""absoluteReturn"": 5.88}, {""frequency"": ""2Y"", ""annualisedReturn"": 5.94, ""absoluteReturn"": 12.23}, {""frequency"": ""3Y"", ""annualisedReturn"": 14.12, ""absoluteReturn"": 48.61}, {""frequency"": ""5Y"", ""annualisedReturn"": 13.03, ""absoluteReturn"": 84.47}, {""frequency"": ""10Y"", ""annualisedReturn"": 13.76, ""absoluteReturn"": 262.87}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 13.76, ""absoluteReturn"": 264.43}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": 17.38}, {""frequency"": ""2021"", ""value"": 30.58}, {""frequency"": ""2022"", ""value"": 8.47}, {""frequency"": ""2023"", ""value"": 21.91}, {""frequency"": ""2024"", ""value"": 11.49}, {""frequency"": ""2025"", ""value"": 12.69}, {""frequency"": ""2026"", ""value"": -8.06}]"
14.1	0C0000BRKM	ELSS (Tax Savings)	Equity	INF769K01DM9	2026-03-30T18:30:00.000Z	False	5	5	Very High Risk	FS0000CAKU	Mirae Asset ELSS Tax Saver Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": 5.76, ""absoluteReturn"": 3.17}, {""frequency"": ""2Y"", ""annualisedReturn"": 7.06, ""absoluteReturn"": 7.69}, {""frequency"": ""3Y"", ""annualisedReturn"": 12.44, ""absoluteReturn"": 21.72}, {""frequency"": ""5Y"", ""annualisedReturn"": 14.22, ""absoluteReturn"": 46.23}, {""frequency"": ""10Y"", ""annualisedReturn"": 17.47, ""absoluteReturn"": 170.92}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	mirae-asset-elss-tax-saver-fund-direct-plan-growth/MMA150	"[{""frequency"": ""1W"", ""annualisedReturn"": -2.79, ""absoluteReturn"": -2.79}, {""frequency"": ""1M"", ""annualisedReturn"": -12.14, ""absoluteReturn"": -12.14}, {""frequency"": ""3M"", ""annualisedReturn"": -14.63, ""absoluteReturn"": -14.63}, {""frequency"": ""6M"", ""annualisedReturn"": -9.6, ""absoluteReturn"": -9.6}, {""frequency"": ""YTD"", ""annualisedReturn"": -14.63, ""absoluteReturn"": -14.63}, {""frequency"": ""1Y"", ""annualisedReturn"": -0.73, ""absoluteReturn"": -0.73}, {""frequency"": ""2Y"", ""annualisedReturn"": 4.32, ""absoluteReturn"": 8.82}, {""frequency"": ""3Y"", ""annualisedReturn"": 14.1, ""absoluteReturn"": 48.55}, {""frequency"": ""5Y"", ""annualisedReturn"": 12.58, ""absoluteReturn"": 80.84}, {""frequency"": ""10Y"", ""annualisedReturn"": 17.66, ""absoluteReturn"": 408.35}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 16.91, ""absoluteReturn"": 396.61}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": 23.39}, {""frequency"": ""2021"", ""value"": 37.15}, {""frequency"": ""2022"", ""value"": 1.34}, {""frequency"": ""2023"", ""value"": 28.35}, {""frequency"": ""2024"", ""value"": 18.39}, {""frequency"": ""2025"", ""value"": 10.72}, {""frequency"": ""2026"", ""value"": -14.63}]"
14.1	0C0000953A	Flexi Cap	Equity	INF251K01QZ2	2026-03-30T18:30:00.000Z	False	3	3	Very High Risk	FS0000HR0O	Baroda BNP Paribas Flexi Cap Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": 3.38, ""absoluteReturn"": 1.85}, {""frequency"": ""2Y"", ""annualisedReturn"": 3.69, ""absoluteReturn"": 3.94}, {""frequency"": ""3Y"", ""annualisedReturn"": 10.51, ""absoluteReturn"": 17.98}, {""frequency"": ""5Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""10Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	baroda-bnp-paribas-flexi-cap-fund-direct-plan/MBO275	"[{""frequency"": ""1W"", ""annualisedReturn"": -2.35, ""absoluteReturn"": -2.35}, {""frequency"": ""1M"", ""annualisedReturn"": -10.82, ""absoluteReturn"": -10.82}, {""frequency"": ""3M"", ""annualisedReturn"": -12.57, ""absoluteReturn"": -12.57}, {""frequency"": ""6M"", ""annualisedReturn"": -7.73, ""absoluteReturn"": -7.73}, {""frequency"": ""YTD"", ""annualisedReturn"": -12.57, ""absoluteReturn"": -12.57}, {""frequency"": ""1Y"", ""annualisedReturn"": -1.99, ""absoluteReturn"": -1.99}, {""frequency"": ""2Y"", ""annualisedReturn"": 2.28, ""absoluteReturn"": 4.61}, {""frequency"": ""3Y"", ""annualisedReturn"": 14.1, ""absoluteReturn"": 48.53}, {""frequency"": ""5Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""10Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 11.18, ""absoluteReturn"": 46.62}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": null}, {""frequency"": ""2021"", ""value"": null}, {""frequency"": ""2022"", ""value"": null}, {""frequency"": ""2023"", ""value"": 29.44}, {""frequency"": ""2024"", ""value"": 23.28}, {""frequency"": ""2025"", ""value"": 2.75}, {""frequency"": ""2026"", ""value"": -12.57}]"
14.09	0C0000349B	Sector - Financial Services	Equity	INF209K014W1	2026-03-30T18:30:00.000Z	False	4	4	Very High Risk	FS0000AIJJ	Aditya BSL Bkng & Fin Srvcs Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": 11.4, ""absoluteReturn"": 6.39}, {""frequency"": ""2Y"", ""annualisedReturn"": 12.24, ""absoluteReturn"": 13.81}, {""frequency"": ""3Y"", ""annualisedReturn"": 14.23, ""absoluteReturn"": 25.3}, {""frequency"": ""5Y"", ""annualisedReturn"": 15.13, ""absoluteReturn"": 50.01}, {""frequency"": ""10Y"", ""annualisedReturn"": 14.47, ""absoluteReturn"": 124.73}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	aditya-birla-sun-life-banking-and-financial-services-fund-direct-plan/MBS1453	"[{""frequency"": ""1W"", ""annualisedReturn"": -1.44, ""absoluteReturn"": -1.44}, {""frequency"": ""1M"", ""annualisedReturn"": -14.37, ""absoluteReturn"": -14.37}, {""frequency"": ""3M"", ""annualisedReturn"": -14.6, ""absoluteReturn"": -14.6}, {""frequency"": ""6M"", ""annualisedReturn"": -8.05, ""absoluteReturn"": -8.05}, {""frequency"": ""YTD"", ""annualisedReturn"": -14.96, ""absoluteReturn"": -14.96}, {""frequency"": ""1Y"", ""annualisedReturn"": -1.11, ""absoluteReturn"": -1.11}, {""frequency"": ""2Y"", ""annualisedReturn"": 5.39, ""absoluteReturn"": 11.07}, {""frequency"": ""3Y"", ""annualisedReturn"": 14.09, ""absoluteReturn"": 48.52}, {""frequency"": ""5Y"", ""annualisedReturn"": 11.51, ""absoluteReturn"": 72.42}, {""frequency"": ""10Y"", ""annualisedReturn"": 14.18, ""absoluteReturn"": 276.51}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 15.96, ""absoluteReturn"": 517.99}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": 2.31}, {""frequency"": ""2021"", ""value"": 17.97}, {""frequency"": ""2022"", ""value"": 12.56}, {""frequency"": ""2023"", ""value"": 22.93}, {""frequency"": ""2024"", ""value"": 9.76}, {""frequency"": ""2025"", ""value"": 18.58}, {""frequency"": ""2026"", ""value"": -14.96}]"
14.05	0C0000953A	Large-Cap	Equity	INF251K01HN7	2026-03-30T18:30:00.000Z	False	5	5	Very High Risk	FSGBR071FA	Baroda BNP P Large Cap Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": 5.33, ""absoluteReturn"": 2.94}, {""frequency"": ""2Y"", ""annualisedReturn"": 4.46, ""absoluteReturn"": 4.78}, {""frequency"": ""3Y"", ""annualisedReturn"": 11.05, ""absoluteReturn"": 19.02}, {""frequency"": ""5Y"", ""annualisedReturn"": 13.69, ""absoluteReturn"": 44.06}, {""frequency"": ""10Y"", ""annualisedReturn"": 15.07, ""absoluteReturn"": 133.2}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	bnp-paribas-large-cap-fund-direct-plan/MAB720	"[{""frequency"": ""1W"", ""annualisedReturn"": -0.84, ""absoluteReturn"": -0.84}, {""frequency"": ""1M"", ""annualisedReturn"": -10.95, ""absoluteReturn"": -10.95}, {""frequency"": ""3M"", ""annualisedReturn"": -11.38, ""absoluteReturn"": -11.38}, {""frequency"": ""6M"", ""annualisedReturn"": -7.34, ""absoluteReturn"": -7.34}, {""frequency"": ""YTD"", ""annualisedReturn"": -12.03, ""absoluteReturn"": -12.03}, {""frequency"": ""1Y"", ""annualisedReturn"": -2.84, ""absoluteReturn"": -2.84}, {""frequency"": ""2Y"", ""annualisedReturn"": 1.53, ""absoluteReturn"": 3.09}, {""frequency"": ""3Y"", ""annualisedReturn"": 14.05, ""absoluteReturn"": 48.37}, {""frequency"": ""5Y"", ""annualisedReturn"": 12.18, ""absoluteReturn"": 77.67}, {""frequency"": ""10Y"", ""annualisedReturn"": 13.49, ""absoluteReturn"": 254.42}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 14.22, ""absoluteReturn"": 482.26}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": 18.14}, {""frequency"": ""2021"", ""value"": 23.61}, {""frequency"": ""2022"", ""value"": 5.47}, {""frequency"": ""2023"", ""value"": 26.28}, {""frequency"": ""2024"", ""value"": 21.53}, {""frequency"": ""2025"", ""value"": 5.64}, {""frequency"": ""2026"", ""value"": -12.03}]"
13.97	0C0000953D	Index Funds	Equity	INF109KC11D8	2026-03-30T18:30:00.000Z	False			Very High Risk	FS0000HR0X	ICICI Pru Nifty 200 Momt 30 Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": 6.34, ""absoluteReturn"": 3.5}, {""frequency"": ""2Y"", ""annualisedReturn"": -1.46, ""absoluteReturn"": -1.51}, {""frequency"": ""3Y"", ""annualisedReturn"": 7.57, ""absoluteReturn"": 12.58}, {""frequency"": ""5Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""10Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	icici-prudential-nifty-200-momentum-30-index-fund-direct-plan-/MPI4595	"[{""frequency"": ""1W"", ""annualisedReturn"": -3.32, ""absoluteReturn"": -3.32}, {""frequency"": ""1M"", ""annualisedReturn"": -13.68, ""absoluteReturn"": -13.68}, {""frequency"": ""3M"", ""annualisedReturn"": -13.05, ""absoluteReturn"": -13.05}, {""frequency"": ""6M"", ""annualisedReturn"": -9.49, ""absoluteReturn"": -9.49}, {""frequency"": ""YTD"", ""annualisedReturn"": -13.05, ""absoluteReturn"": -13.05}, {""frequency"": ""1Y"", ""annualisedReturn"": -4.02, ""absoluteReturn"": -4.02}, {""frequency"": ""2Y"", ""annualisedReturn"": -6.14, ""absoluteReturn"": -11.9}, {""frequency"": ""3Y"", ""annualisedReturn"": 13.97, ""absoluteReturn"": 48.02}, {""frequency"": ""5Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""10Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 11.15, ""absoluteReturn"": 47.26}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": null}, {""frequency"": ""2021"", ""value"": null}, {""frequency"": ""2022"", ""value"": null}, {""frequency"": ""2023"", ""value"": 40.18}, {""frequency"": ""2024"", ""value"": 20.45}, {""frequency"": ""2025"", ""value"": -5.28}, {""frequency"": ""2026"", ""value"": -13.05}]"
13.96	0C00009532	Global - Other	Equity	INF843K01AU1	2026-03-29T18:30:00.000Z	False			Very High Risk	FSUSA0A7AY	Edelweiss Greater China Eq Off-sh Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": 54.55, ""absoluteReturn"": 35.08}, {""frequency"": ""2Y"", ""annualisedReturn"": 41.17, ""absoluteReturn"": 56.64}, {""frequency"": ""3Y"", ""annualisedReturn"": 30.49, ""absoluteReturn"": 64.54}, {""frequency"": ""5Y"", ""annualisedReturn"": 15.92, ""absoluteReturn"": 53.4}, {""frequency"": ""10Y"", ""annualisedReturn"": 12.49, ""absoluteReturn"": 99.36}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	edelweiss-greater-china-equity-off-shore-fund-direct-plan/MJP107	"[{""frequency"": ""1W"", ""annualisedReturn"": -1.59, ""absoluteReturn"": -1.59}, {""frequency"": ""1M"", ""annualisedReturn"": -2.06, ""absoluteReturn"": -2.06}, {""frequency"": ""3M"", ""annualisedReturn"": 6.55, ""absoluteReturn"": 6.55}, {""frequency"": ""6M"", ""annualisedReturn"": 6.99, ""absoluteReturn"": 6.99}, {""frequency"": ""YTD"", ""annualisedReturn"": 6.55, ""absoluteReturn"": 6.55}, {""frequency"": ""1Y"", ""annualisedReturn"": 41.86, ""absoluteReturn"": 41.86}, {""frequency"": ""2Y"", ""annualisedReturn"": 31.56, ""absoluteReturn"": 73.08}, {""frequency"": ""3Y"", ""annualisedReturn"": 13.96, ""absoluteReturn"": 47.99}, {""frequency"": ""5Y"", ""annualisedReturn"": 2.26, ""absoluteReturn"": 11.8}, {""frequency"": ""10Y"", ""annualisedReturn"": 13.03, ""absoluteReturn"": 240.24}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 11.93, ""absoluteReturn"": 344.97}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": 58.63}, {""frequency"": ""2021"", ""value"": -7.67}, {""frequency"": ""2022"", ""value"": -20.36}, {""frequency"": ""2023"", ""value"": -9.46}, {""frequency"": ""2024"", ""value"": 15.82}, {""frequency"": ""2025"", ""value"": 39.17}, {""frequency"": ""2026"", ""value"": 6.55}]"
13.95	0C0000953D	Small-Cap	Equity	INF109K015M0	2026-03-30T18:30:00.000Z	False	3	3	Very High Risk	FSUSA08GUY	ICICI Pru Smallcap Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": -0.42, ""absoluteReturn"": -0.23}, {""frequency"": ""2Y"", ""annualisedReturn"": 0.79, ""absoluteReturn"": 0.82}, {""frequency"": ""3Y"", ""annualisedReturn"": 7.61, ""absoluteReturn"": 12.64}, {""frequency"": ""5Y"", ""annualisedReturn"": 13.65, ""absoluteReturn"": 43.93}, {""frequency"": ""10Y"", ""annualisedReturn"": 18.32, ""absoluteReturn"": 186.05}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	icici-prudential-smallcap-fund-direct-plan/MPI1146	"[{""frequency"": ""1W"", ""annualisedReturn"": -0.27, ""absoluteReturn"": -0.27}, {""frequency"": ""1M"", ""annualisedReturn"": -11.45, ""absoluteReturn"": -11.45}, {""frequency"": ""3M"", ""annualisedReturn"": -12.16, ""absoluteReturn"": -12.16}, {""frequency"": ""6M"", ""annualisedReturn"": -13.57, ""absoluteReturn"": -13.57}, {""frequency"": ""YTD"", ""annualisedReturn"": -13.14, ""absoluteReturn"": -13.14}, {""frequency"": ""1Y"", ""annualisedReturn"": -2.26, ""absoluteReturn"": -2.26}, {""frequency"": ""2Y"", ""annualisedReturn"": 1.03, ""absoluteReturn"": 2.07}, {""frequency"": ""3Y"", ""annualisedReturn"": 13.95, ""absoluteReturn"": 47.94}, {""frequency"": ""5Y"", ""annualisedReturn"": 16.71, ""absoluteReturn"": 116.51}, {""frequency"": ""10Y"", ""annualisedReturn"": 16.06, ""absoluteReturn"": 343.29}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 15.65, ""absoluteReturn"": 585.19}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": 24.68}, {""frequency"": ""2021"", ""value"": 63.29}, {""frequency"": ""2022"", ""value"": 7.17}, {""frequency"": ""2023"", ""value"": 39.47}, {""frequency"": ""2024"", ""value"": 16.89}, {""frequency"": ""2025"", ""value"": 0.65}, {""frequency"": ""2026"", ""value"": -13.14}]"
13.9	0C0000953D	Equity - Other	Equity	INF109KC1D93	2026-03-29T18:30:00.000Z	False			Very High Risk	FS0000FCKY	ICICI Pru MNC Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": 8.69, ""absoluteReturn"": 4.83}, {""frequency"": ""2Y"", ""annualisedReturn"": 5.57, ""absoluteReturn"": 6.02}, {""frequency"": ""3Y"", ""annualisedReturn"": 10.26, ""absoluteReturn"": 17.53}, {""frequency"": ""5Y"", ""annualisedReturn"": 12.87, ""absoluteReturn"": 40.81}, {""frequency"": ""10Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	icici-prudential-mnc-fund-direct-plan/MPI4427	"[{""frequency"": ""1W"", ""annualisedReturn"": 0.35, ""absoluteReturn"": 0.35}, {""frequency"": ""1M"", ""annualisedReturn"": -9.21, ""absoluteReturn"": -9.21}, {""frequency"": ""3M"", ""annualisedReturn"": -9.7, ""absoluteReturn"": -9.7}, {""frequency"": ""6M"", ""annualisedReturn"": -6.06, ""absoluteReturn"": -6.06}, {""frequency"": ""YTD"", ""annualisedReturn"": -10.54, ""absoluteReturn"": -10.54}, {""frequency"": ""1Y"", ""annualisedReturn"": 2.61, ""absoluteReturn"": 2.61}, {""frequency"": ""2Y"", ""annualisedReturn"": 3.8, ""absoluteReturn"": 7.74}, {""frequency"": ""3Y"", ""annualisedReturn"": 13.9, ""absoluteReturn"": 47.76}, {""frequency"": ""5Y"", ""annualisedReturn"": 13.3, ""absoluteReturn"": 86.72}, {""frequency"": ""10Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 16.79, ""absoluteReturn"": 186.88}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": 31.16}, {""frequency"": ""2021"", ""value"": 42.89}, {""frequency"": ""2022"", ""value"": 0.91}, {""frequency"": ""2023"", ""value"": 28.04}, {""frequency"": ""2024"", ""value"": 17.72}, {""frequency"": ""2025"", ""value"": 6.51}, {""frequency"": ""2026"", ""value"": -10.54}]"
