annualized3Y	fundCode	invCategory	invType	isin	ltd	mc30	rank	rating	risk	schemeCode	schemeName	schemePlan	sipReturns	slug_url	trailingReturns	updatedDate	yearlyReturns
27.81	0C0000CU70	Small-Cap	Equity	INF194KB1AL4	2026-03-30T18:30:00.000Z	False	5	5	Very High Risk	FS0000FU94	Bandhan Small Cap Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": -0.9, ""absoluteReturn"": -0.49}, {""frequency"": ""2Y"", ""annualisedReturn"": 4.07, ""absoluteReturn"": 4.35}, {""frequency"": ""3Y"", ""annualisedReturn"": 17.13, ""absoluteReturn"": 31.39}, {""frequency"": ""5Y"", ""annualisedReturn"": 21.62, ""absoluteReturn"": 80.78}, {""frequency"": ""10Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	bandhan-small-cap-fund-direct-plan-growth/MAG2104	"[{""frequency"": ""1W"", ""annualisedReturn"": -2.45, ""absoluteReturn"": -2.45}, {""frequency"": ""1M"", ""annualisedReturn"": -9.27, ""absoluteReturn"": -9.27}, {""frequency"": ""3M"", ""annualisedReturn"": -12.28, ""absoluteReturn"": -12.28}, {""frequency"": ""6M"", ""annualisedReturn"": -11.31, ""absoluteReturn"": -11.31}, {""frequency"": ""YTD"", ""annualisedReturn"": -12.28, ""absoluteReturn"": -12.28}, {""frequency"": ""1Y"", ""annualisedReturn"": 1.02, ""absoluteReturn"": 1.02}, {""frequency"": ""2Y"", ""annualisedReturn"": 10.16, ""absoluteReturn"": 21.36}, {""frequency"": ""3Y"", ""annualisedReturn"": 27.81, ""absoluteReturn"": 108.77}, {""frequency"": ""5Y"", ""annualisedReturn"": 22.01, ""absoluteReturn"": 170.33}, {""frequency"": ""10Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 27.83, ""absoluteReturn"": 347.23}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": null}, {""frequency"": ""2021"", ""value"": 55.38}, {""frequency"": ""2022"", ""value"": -4.58}, {""frequency"": ""2023"", ""value"": 55.85}, {""frequency"": ""2024"", ""value"": 45.18}, {""frequency"": ""2025"", ""value"": 0.12}, {""frequency"": ""2026"", ""value"": -12.28}]"
27.62	0C0000349B	Global - Other	Equity	INF209KB18C5	2026-03-29T18:30:00.000Z	False			Very High Risk	FS0000H66M	Aditya BSL US Equity Pasv FOF Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": 26.82, ""absoluteReturn"": 15.78}, {""frequency"": ""2Y"", ""annualisedReturn"": 24.36, ""absoluteReturn"": 29.81}, {""frequency"": ""3Y"", ""annualisedReturn"": 26.07, ""absoluteReturn"": 52.58}, {""frequency"": ""5Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""10Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	aditya-birla-sun-life-nasdaq-100-fof-direct-plan-/MBS3174	"[{""frequency"": ""1W"", ""annualisedReturn"": -2.96, ""absoluteReturn"": -2.96}, {""frequency"": ""1M"", ""annualisedReturn"": -3.39, ""absoluteReturn"": -3.39}, {""frequency"": ""3M"", ""annualisedReturn"": -4.33, ""absoluteReturn"": -4.33}, {""frequency"": ""6M"", ""annualisedReturn"": 0.57, ""absoluteReturn"": 0.57}, {""frequency"": ""YTD"", ""annualisedReturn"": -3.89, ""absoluteReturn"": -3.89}, {""frequency"": ""1Y"", ""annualisedReturn"": 32.52, ""absoluteReturn"": 32.52}, {""frequency"": ""2Y"", ""annualisedReturn"": 20.03, ""absoluteReturn"": 44.07}, {""frequency"": ""3Y"", ""annualisedReturn"": 27.62, ""absoluteReturn"": 107.84}, {""frequency"": ""5Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""10Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 14.33, ""absoluteReturn"": 80.53}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": null}, {""frequency"": ""2021"", ""value"": null}, {""frequency"": ""2022"", ""value"": -26.49}, {""frequency"": ""2023"", ""value"": 55.55}, {""frequency"": ""2024"", ""value"": 29.62}, {""frequency"": ""2025"", ""value"": 25.16}, {""frequency"": ""2026"", ""value"": -3.89}]"
27.59	0C0000349B	Equity - Other	Equity	INF209KB1O82	2026-03-30T18:30:00.000Z	False			Very High Risk	FS0000FR5F	Aditya BSL PSU Equity Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": 31.78, ""absoluteReturn"": 19}, {""frequency"": ""2Y"", ""annualisedReturn"": 15.02, ""absoluteReturn"": 17.25}, {""frequency"": ""3Y"", ""annualisedReturn"": 23.12, ""absoluteReturn"": 45.15}, {""frequency"": ""5Y"", ""annualisedReturn"": 28.1, ""absoluteReturn"": 119.28}, {""frequency"": ""10Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	aditya-birla-sun-life-psu-equity-fund-direct-plan/MBS3064	"[{""frequency"": ""1W"", ""annualisedReturn"": -2.57, ""absoluteReturn"": -2.57}, {""frequency"": ""1M"", ""annualisedReturn"": -12.73, ""absoluteReturn"": -12.73}, {""frequency"": ""3M"", ""annualisedReturn"": -4.62, ""absoluteReturn"": -4.62}, {""frequency"": ""6M"", ""annualisedReturn"": 0.3, ""absoluteReturn"": 0.3}, {""frequency"": ""YTD"", ""annualisedReturn"": -4.62, ""absoluteReturn"": -4.62}, {""frequency"": ""1Y"", ""annualisedReturn"": 7.96, ""absoluteReturn"": 7.96}, {""frequency"": ""2Y"", ""annualisedReturn"": 3.37, ""absoluteReturn"": 6.85}, {""frequency"": ""3Y"", ""annualisedReturn"": 27.59, ""absoluteReturn"": 107.72}, {""frequency"": ""5Y"", ""annualisedReturn"": 25.96, ""absoluteReturn"": 217.02}, {""frequency"": ""10Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 22.85, ""absoluteReturn"": 261.86}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": null}, {""frequency"": ""2021"", ""value"": 39.9}, {""frequency"": ""2022"", ""value"": 30.52}, {""frequency"": ""2023"", ""value"": 61.5}, {""frequency"": ""2024"", ""value"": 15.7}, {""frequency"": ""2025"", ""value"": 11.64}, {""frequency"": ""2026"", ""value"": -4.62}]"
27.24	0C0000953D	Global - Other	Equity	INF109KC1U50	2026-03-29T18:30:00.000Z	False			Very High Risk	FS0000H4OF	ICICI Pru NASDAQ 100 Index Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": 25.96, ""absoluteReturn"": 15.24}, {""frequency"": ""2Y"", ""annualisedReturn"": 24.3, ""absoluteReturn"": 29.72}, {""frequency"": ""3Y"", ""annualisedReturn"": 26.09, ""absoluteReturn"": 52.61}, {""frequency"": ""5Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""10Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	icici-prudential-nasdaq-100-index-fund-dp-/MPI4524	"[{""frequency"": ""1W"", ""annualisedReturn"": -4.34, ""absoluteReturn"": -4.34}, {""frequency"": ""1M"", ""annualisedReturn"": -4.28, ""absoluteReturn"": -4.28}, {""frequency"": ""3M"", ""annualisedReturn"": -5.06, ""absoluteReturn"": -5.06}, {""frequency"": ""6M"", ""annualisedReturn"": -0.85, ""absoluteReturn"": -0.85}, {""frequency"": ""YTD"", ""annualisedReturn"": -4.23, ""absoluteReturn"": -4.23}, {""frequency"": ""1Y"", ""annualisedReturn"": 31.45, ""absoluteReturn"": 31.45}, {""frequency"": ""2Y"", ""annualisedReturn"": 19.56, ""absoluteReturn"": 42.94}, {""frequency"": ""3Y"", ""annualisedReturn"": 27.24, ""absoluteReturn"": 106.02}, {""frequency"": ""5Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""10Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 15.42, ""absoluteReturn"": 89.27}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": null}, {""frequency"": ""2021"", ""value"": null}, {""frequency"": ""2022"", ""value"": -25.32}, {""frequency"": ""2023"", ""value"": 54.48}, {""frequency"": ""2024"", ""value"": 29.03}, {""frequency"": ""2025"", ""value"": 25.92}, {""frequency"": ""2026"", ""value"": -4.23}]"
27.2	0C000049GD	Global - Other	Equity	INF846K012K9	2026-03-29T18:30:00.000Z	False			Very High Risk	FS0000HVT7	Axis NASDAQ 100 FoF Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": 26.14, ""absoluteReturn"": 15.36}, {""frequency"": ""2Y"", ""annualisedReturn"": 23.86, ""absoluteReturn"": 29.1}, {""frequency"": ""3Y"", ""annualisedReturn"": 25.63, ""absoluteReturn"": 51.43}, {""frequency"": ""5Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""10Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	axis-nasdaq-100-fund-of-fund-direct-plan-/MAA999	"[{""frequency"": ""1W"", ""annualisedReturn"": -3.14, ""absoluteReturn"": -3.14}, {""frequency"": ""1M"", ""annualisedReturn"": -3.08, ""absoluteReturn"": -3.08}, {""frequency"": ""3M"", ""annualisedReturn"": -4.28, ""absoluteReturn"": -4.28}, {""frequency"": ""6M"", ""annualisedReturn"": 0.87, ""absoluteReturn"": 0.87}, {""frequency"": ""YTD"", ""annualisedReturn"": -3.74, ""absoluteReturn"": -3.74}, {""frequency"": ""1Y"", ""annualisedReturn"": 32, ""absoluteReturn"": 32}, {""frequency"": ""2Y"", ""annualisedReturn"": 19.95, ""absoluteReturn"": 43.88}, {""frequency"": ""3Y"", ""annualisedReturn"": 27.2, ""absoluteReturn"": 105.79}, {""frequency"": ""5Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""10Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 28.31, ""absoluteReturn"": 134.58}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": null}, {""frequency"": ""2021"", ""value"": null}, {""frequency"": ""2022"", ""value"": null}, {""frequency"": ""2023"", ""value"": 54.22}, {""frequency"": ""2024"", ""value"": 29.46}, {""frequency"": ""2025"", ""value"": 24.82}, {""frequency"": ""2026"", ""value"": -3.74}]"
26.81	0C0000953D	Equity - Other	Equity	INF109KC12I5	2026-03-30T18:30:00.000Z	False			Very High Risk	FS0000HRYE	ICICI Prudential PSU Equity Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": 23.89, ""absoluteReturn"": 13.93}, {""frequency"": ""2Y"", ""annualisedReturn"": 12.44, ""absoluteReturn"": 14.05}, {""frequency"": ""3Y"", ""annualisedReturn"": 21.96, ""absoluteReturn"": 42.36}, {""frequency"": ""5Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""10Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	icici-prudential-psu-equity-fund-direct-plan-/MPI4607	"[{""frequency"": ""1W"", ""annualisedReturn"": -2.15, ""absoluteReturn"": -2.15}, {""frequency"": ""1M"", ""annualisedReturn"": -10.73, ""absoluteReturn"": -10.73}, {""frequency"": ""3M"", ""annualisedReturn"": -4.08, ""absoluteReturn"": -4.08}, {""frequency"": ""6M"", ""annualisedReturn"": -1.06, ""absoluteReturn"": -1.06}, {""frequency"": ""YTD"", ""annualisedReturn"": -4.08, ""absoluteReturn"": -4.08}, {""frequency"": ""1Y"", ""annualisedReturn"": 5.63, ""absoluteReturn"": 5.63}, {""frequency"": ""2Y"", ""annualisedReturn"": 5.17, ""absoluteReturn"": 10.6}, {""frequency"": ""3Y"", ""annualisedReturn"": 26.81, ""absoluteReturn"": 103.91}, {""frequency"": ""5Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""10Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 23.9, ""absoluteReturn"": 113.98}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": null}, {""frequency"": ""2021"", ""value"": null}, {""frequency"": ""2022"", ""value"": null}, {""frequency"": ""2023"", ""value"": 55.13}, {""frequency"": ""2024"", ""value"": 25.98}, {""frequency"": ""2025"", ""value"": 8.46}, {""frequency"": ""2026"", ""value"": -4.08}]"
26.74	0C00008KJ3	Global - Other	Equity	INF205KA1585	2026-03-30T18:30:00.000Z	False			Very High Risk	FS0000HIVQ	Invesco Ind InvcEQQQNASDAQ100 ETFFoFDrGr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": 26.87, ""absoluteReturn"": 15.82}, {""frequency"": ""2Y"", ""annualisedReturn"": 24.46, ""absoluteReturn"": 29.95}, {""frequency"": ""3Y"", ""annualisedReturn"": 26.26, ""absoluteReturn"": 53.05}, {""frequency"": ""5Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""10Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	invesco-india-invesco-eqqq-nasdaq-100-etf-fund-of-fund-direct-plan/MLI1154	"[{""frequency"": ""1W"", ""annualisedReturn"": -2.89, ""absoluteReturn"": -2.89}, {""frequency"": ""1M"", ""annualisedReturn"": -3.6, ""absoluteReturn"": -3.6}, {""frequency"": ""3M"", ""annualisedReturn"": -4.55, ""absoluteReturn"": -4.55}, {""frequency"": ""6M"", ""annualisedReturn"": 0.46, ""absoluteReturn"": 0.46}, {""frequency"": ""YTD"", ""annualisedReturn"": -4.55, ""absoluteReturn"": -4.55}, {""frequency"": ""1Y"", ""annualisedReturn"": 34.63, ""absoluteReturn"": 34.63}, {""frequency"": ""2Y"", ""annualisedReturn"": 20.23, ""absoluteReturn"": 44.56}, {""frequency"": ""3Y"", ""annualisedReturn"": 26.74, ""absoluteReturn"": 103.56}, {""frequency"": ""5Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""10Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 20.02, ""absoluteReturn"": 105.63}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": null}, {""frequency"": ""2021"", ""value"": null}, {""frequency"": ""2022"", ""value"": null}, {""frequency"": ""2023"", ""value"": 53.96}, {""frequency"": ""2024"", ""value"": 30.28}, {""frequency"": ""2025"", ""value"": 26.81}, {""frequency"": ""2026"", ""value"": -4.55}]"
26.6	0C00009532	Global - Other	Equity	INF754K01LB7	2026-03-29T18:30:00.000Z	False			Very High Risk	FS0000FUVW	Edelweiss US Technology Equity FoF DirGr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": 9.2, ""absoluteReturn"": 5.13}, {""frequency"": ""2Y"", ""annualisedReturn"": 16.27, ""absoluteReturn"": 18.84}, {""frequency"": ""3Y"", ""annualisedReturn"": 21.67, ""absoluteReturn"": 41.68}, {""frequency"": ""5Y"", ""annualisedReturn"": 19.6, ""absoluteReturn"": 70.43}, {""frequency"": ""10Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	edelweiss-us-technology-equity-fund-of-fund-direct-plan/MJP393	"[{""frequency"": ""1W"", ""annualisedReturn"": -7.12, ""absoluteReturn"": -7.12}, {""frequency"": ""1M"", ""annualisedReturn"": -4.43, ""absoluteReturn"": -4.43}, {""frequency"": ""3M"", ""annualisedReturn"": -11.4, ""absoluteReturn"": -11.4}, {""frequency"": ""6M"", ""annualisedReturn"": -10.77, ""absoluteReturn"": -10.77}, {""frequency"": ""YTD"", ""annualisedReturn"": -11.4, ""absoluteReturn"": -11.4}, {""frequency"": ""1Y"", ""annualisedReturn"": 24.05, ""absoluteReturn"": 24.05}, {""frequency"": ""2Y"", ""annualisedReturn"": 13.7, ""absoluteReturn"": 29.27}, {""frequency"": ""3Y"", ""annualisedReturn"": 26.6, ""absoluteReturn"": 102.9}, {""frequency"": ""5Y"", ""annualisedReturn"": 12.62, ""absoluteReturn"": 81.13}, {""frequency"": ""10Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 20.26, ""absoluteReturn"": 206.93}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": null}, {""frequency"": ""2021"", ""value"": 15.12}, {""frequency"": ""2022"", ""value"": -38.57}, {""frequency"": ""2023"", ""value"": 67}, {""frequency"": ""2024"", ""value"": 29.97}, {""frequency"": ""2025"", ""value"": 25.57}, {""frequency"": ""2026"", ""value"": -11.4}]"
26.44	0C00004HKO	Global - Other	Equity	INF959L01FZ1	2026-03-30T18:30:00.000Z	False			Very High Risk	FS0000HGDJ	Navi Nasdaq100 US Spcfc Eq Pasv FOFDirGr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": 26.08, ""absoluteReturn"": 15.31}, {""frequency"": ""2Y"", ""annualisedReturn"": 24.38, ""absoluteReturn"": 29.84}, {""frequency"": ""3Y"", ""annualisedReturn"": 26.2, ""absoluteReturn"": 52.9}, {""frequency"": ""5Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""10Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	navi-nasdaq-100-fund-of-fund-direct-plan/MPM157	"[{""frequency"": ""1W"", ""annualisedReturn"": -3.41, ""absoluteReturn"": -3.41}, {""frequency"": ""1M"", ""annualisedReturn"": -4.11, ""absoluteReturn"": -4.11}, {""frequency"": ""3M"", ""annualisedReturn"": -4.87, ""absoluteReturn"": -4.87}, {""frequency"": ""6M"", ""annualisedReturn"": -0.51, ""absoluteReturn"": -0.51}, {""frequency"": ""YTD"", ""annualisedReturn"": -4.87, ""absoluteReturn"": -4.87}, {""frequency"": ""1Y"", ""annualisedReturn"": 32.08, ""absoluteReturn"": 32.08}, {""frequency"": ""2Y"", ""annualisedReturn"": 19.77, ""absoluteReturn"": 43.44}, {""frequency"": ""3Y"", ""annualisedReturn"": 26.44, ""absoluteReturn"": 102.15}, {""frequency"": ""5Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""10Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 17.95, ""absoluteReturn"": 94.17}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": null}, {""frequency"": ""2021"", ""value"": null}, {""frequency"": ""2022"", ""value"": null}, {""frequency"": ""2023"", ""value"": 55.37}, {""frequency"": ""2024"", ""value"": 28.85}, {""frequency"": ""2025"", ""value"": 27.26}, {""frequency"": ""2026"", ""value"": -4.87}]"
26.3	0C0000953D	Sector - Healthcare	Equity	INF109KC1GH2	2026-03-30T18:30:00.000Z	False			Very High Risk	FS0000DV9Z	ICICI Pru Pharma Healthcare Diag Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": -1.43, ""absoluteReturn"": -0.77}, {""frequency"": ""2Y"", ""annualisedReturn"": 5.53, ""absoluteReturn"": 5.97}, {""frequency"": ""3Y"", ""annualisedReturn"": 16.64, ""absoluteReturn"": 30.35}, {""frequency"": ""5Y"", ""annualisedReturn"": 18.84, ""absoluteReturn"": 66.75}, {""frequency"": ""10Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	icici-prudential-pharma-healthcare-and-diagnostics-p-h-d-fund-direct-plan/MPI3737	"[{""frequency"": ""1W"", ""annualisedReturn"": -0.55, ""absoluteReturn"": -0.55}, {""frequency"": ""1M"", ""annualisedReturn"": -4.91, ""absoluteReturn"": -4.91}, {""frequency"": ""3M"", ""annualisedReturn"": -7.85, ""absoluteReturn"": -7.85}, {""frequency"": ""6M"", ""annualisedReturn"": -5.55, ""absoluteReturn"": -5.55}, {""frequency"": ""YTD"", ""annualisedReturn"": -7.85, ""absoluteReturn"": -7.85}, {""frequency"": ""1Y"", ""annualisedReturn"": 1.98, ""absoluteReturn"": 1.98}, {""frequency"": ""2Y"", ""annualisedReturn"": 11.03, ""absoluteReturn"": 23.28}, {""frequency"": ""3Y"", ""annualisedReturn"": 26.3, ""absoluteReturn"": 101.47}, {""frequency"": ""5Y"", ""annualisedReturn"": 17.13, ""absoluteReturn"": 120.51}, {""frequency"": ""10Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 19.55, ""absoluteReturn"": 296.84}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": 73.51}, {""frequency"": ""2021"", ""value"": 19.3}, {""frequency"": ""2022"", ""value"": -7.63}, {""frequency"": ""2023"", ""value"": 42.55}, {""frequency"": ""2024"", ""value"": 49.36}, {""frequency"": ""2025"", ""value"": 0.05}, {""frequency"": ""2026"", ""value"": -7.85}]"
26.28	0C00009535	Equity - Infrastructure	Equity	INF767K01GW5	2026-03-30T18:30:00.000Z	False	4	4	Very High Risk	FSUSA08Q60	LIC MF Infrastructure Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": 11.62, ""absoluteReturn"": 6.52}, {""frequency"": ""2Y"", ""annualisedReturn"": 7.98, ""absoluteReturn"": 8.75}, {""frequency"": ""3Y"", ""annualisedReturn"": 19.63, ""absoluteReturn"": 36.93}, {""frequency"": ""5Y"", ""annualisedReturn"": 23.86, ""absoluteReturn"": 93.1}, {""frequency"": ""10Y"", ""annualisedReturn"": 20.97, ""absoluteReturn"": 239.36}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	lic-mf-infrastructure-fund-direct-plan/MJB151	"[{""frequency"": ""1W"", ""annualisedReturn"": -2.46, ""absoluteReturn"": -2.46}, {""frequency"": ""1M"", ""annualisedReturn"": -10.43, ""absoluteReturn"": -10.43}, {""frequency"": ""3M"", ""annualisedReturn"": -8.09, ""absoluteReturn"": -8.09}, {""frequency"": ""6M"", ""annualisedReturn"": -7.27, ""absoluteReturn"": -7.27}, {""frequency"": ""YTD"", ""annualisedReturn"": -8.09, ""absoluteReturn"": -8.09}, {""frequency"": ""1Y"", ""annualisedReturn"": 5.05, ""absoluteReturn"": 5.05}, {""frequency"": ""2Y"", ""annualisedReturn"": 11.01, ""absoluteReturn"": 23.24}, {""frequency"": ""3Y"", ""annualisedReturn"": 26.28, ""absoluteReturn"": 101.37}, {""frequency"": ""5Y"", ""annualisedReturn"": 22.7, ""absoluteReturn"": 178.17}, {""frequency"": ""10Y"", ""annualisedReturn"": 17.01, ""absoluteReturn"": 381.11}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 14.76, ""absoluteReturn"": 519.43}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": 1.09}, {""frequency"": ""2021"", ""value"": 48.51}, {""frequency"": ""2022"", ""value"": 9.21}, {""frequency"": ""2023"", ""value"": 45.9}, {""frequency"": ""2024"", ""value"": 49.49}, {""frequency"": ""2025"", ""value"": -2.16}, {""frequency"": ""2026"", ""value"": -8.09}]"
25.97	0C00001P1X	Large-Cap	Equity	INF174K019S9	2024-02-21T18:30:00.000Z	False			Very High Risk	FS0000DN4Q	Kotak India Growth Ser 4 Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""2Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""3Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""5Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""10Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	kotak-india-growth-fund-series-iv-direct-plan/MKM1087	"[{""frequency"": ""1W"", ""annualisedReturn"": 0.22, ""absoluteReturn"": 0.22}, {""frequency"": ""1M"", ""annualisedReturn"": 3.57, ""absoluteReturn"": 3.57}, {""frequency"": ""3M"", ""annualisedReturn"": 16.53, ""absoluteReturn"": 16.53}, {""frequency"": ""6M"", ""annualisedReturn"": 23.58, ""absoluteReturn"": 23.58}, {""frequency"": ""YTD"", ""annualisedReturn"": 4.86, ""absoluteReturn"": 4.86}, {""frequency"": ""1Y"", ""annualisedReturn"": 50.25, ""absoluteReturn"": 50.25}, {""frequency"": ""2Y"", ""annualisedReturn"": 26.55, ""absoluteReturn"": 60.16}, {""frequency"": ""3Y"", ""annualisedReturn"": 25.97, ""absoluteReturn"": 99.9}, {""frequency"": ""5Y"", ""annualisedReturn"": 28.13, ""absoluteReturn"": 245.41}, {""frequency"": ""10Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 20.78, ""absoluteReturn"": 362.26}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": 45.08}, {""frequency"": ""2021"", ""value"": 42.11}, {""frequency"": ""2022"", ""value"": 5.93}, {""frequency"": ""2023"", ""value"": 39.64}, {""frequency"": ""2024"", ""value"": null}, {""frequency"": ""2025"", ""value"": null}, {""frequency"": ""2026"", ""value"": 4.86}]"
